Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Departamento;Coyoacán;3;2;1;150;22750.0;5950.0;2030.0
Departamento;Santa Fe;3;2;1;138;15750.0;4550.0;1225.0
Departamento;Condesa;4;3;2;200;28000.0;9450.0;2100.0
Departamento;Roma;3;2;1;105;14000.0;3864.0;0.0
Departamento;Condesa;3;1;0;200;24500.0;5950.0;1820.0
Departamento;Nueva Santa María;2;1;1;176;3080.0;3150.0;535.5
Departamento;Coyoacán;3;1;0;87;15557.5;2310.0;332.5
Departamento;Santa Fe;3;2;1;132;11200.0;9114.0;1624.0
Departamento;Santa Fe;1;2;0;55;5950.0;6230.0;0.0
Departamento;Coyoacán;2;2;2;90;19250.0;6300.0;1050.0
Departamento;Santa Fe;4;2;1;140;10500.0;4907.0;0.0
Departamento;Roma;2;1;1;75;13300.0;3062.5;689.5
Departamento;Santa Fe;4;2;2;146;17150.0;6300.0;12250.0
Departamento;Condesa;3;1;1;110;15750.0;1750.0;0.0
Departamento;Santa Fe;4;3;2;290;8750.0;12775.0;2698.5
Departamento;Coyoacán;3;1;1;263;26250.0;11025.0;2439.5
Departamento;Santa Fe;3;2;1;201;14700.0;12470.5;0.0
Departamento;Condesa;4;1;1;270;29750.0;8669.5;26264.0
Departamento;Coyoacán;3;1;1;140;22750.0;5250.0;0.0
Departamento;Condesa;1;0;0;50;5250.0;1190.0;266.0
Departamento;Polanco;4;4;3;252;56000.0;12533.5;36575.0
Departamento;Santa Fe;4;2;3;160;17500.0;7350.0;10850.0
Departamento;Coyoacán;3;2;1;120;24500.0;7028.0;1480.5
Departamento;Lomas de Chapultepec;3;2;1;155;26250.0;5600.0;14000.0
Departamento;Peralvillo;2;1;0;59;3500.0;1400.0;1225.0
Departamento;Santa Fe;3;2;1;200;19250.0;6492.5;805.0
Departamento;Roma;4;2;1;120;16450.0;6041.0;1543.5
Departamento;Santa Fe;0;0;0;30;5600.0;3458.0;675.5
Departamento;San Rafael;2;1;0;71;3500.0;1260.0;87.5
Departamento;Lomas de Chapultepec;2;1;1;100;12250.0;6755.0;1400.0
Departamento;Condesa;1;0;0;44;5180.0;1645.0;87.5
Departamento;Nativitas;2;0;1;78;4550.0;1575.0;0.0
Departamento;Lomas de Chapultepec;3;2;1;110;21000.0;5775.0;1050.0
Departamento;Santa Fe;2;1;1;65;24045.0;10549.0;1365.0
Departamento;Roma;3;1;1;108;17850.0;5075.0;966.0
Departamento;Lomas de Chapultepec;2;2;2;150;15750.0;7350.0;0.0
Departamento;Santa Fe;4;3;2;156;22750.0;10500.0;3500.0
Departamento;Roma;1;0;0;43;8400.0;3766.0;910.0
Departamento;Santa Fe;4;3;2;240;22750.0;10500.0;2110.5
Departamento;Lomas de Chapultepec;2;1;1;110;17500.0;8872.5;1347.5
Departamento;Coyoacán;2;1;1;80;12250.0;3850.0;1207.5
Departamento;Nueva Santa María;2;0;0;50;3150.0;875.0;0.0
Departamento;Lomas de Chapultepec;3;1;1;150;24500.0;8750.0;1330.0
Departamento;Condesa;2;0;0;90;9100.0;2649.5;724.5
Departamento;Roma;2;1;1;70;9800.0;2467.5;4088.0
Departamento;San Jerónimo;2;1;1;86;9100.0;2502.5;0.0
Departamento;Narvarte;2;0;0;52;4900.0;2590.0;707.0
Departamento;Santa Fe;2;1;1;88;8050.0;3325.0;896.0
Departamento;Tlalpan;2;0;1;95;13650.0;1050.0;332.5
Departamento;Bosques de las Lomas;4;2;1;181;20300.0;10818.5;2740.5
Departamento;Napoles;1;0;1;60;8050.0;2100.0;178.5
Departamento;Bosques de las Lomas;2;1;1;81;15225.0;2411.5;829.5
Departamento;Bosques de las Lomas;3;3;3;400;105000.0;20650.0;10150.0
Departamento;Condesa;4;1;1;236;52500.0;8050.0;0.0
Departamento;Condesa;1;0;0;50;6300.0;2100.0;105.0
Departamento;Centro Histórico;2;0;0;90;7350.0;1995.0;140.0
Departamento;Coyoacán;4;2;2;220;55650.0;14588.0;0.0
Departamento;Narvarte;3;2;1;84;8225.0;3325.0;3115.0
Departamento;Santa Fe;3;4;3;170;19250.0;4609.5;2065.0
Departamento;Ciudad de los Deportes;1;0;0;60;2625.0;105.0;0.0
Departamento;Lomas de Chapultepec;1;1;0;82;6650.0;5950.0;1218.0
Departamento;Santa Fe;2;1;0;70;4025.0;2275.0;301.0
Departamento;Condesa;2;0;1;90;11900.0;4900.0;427.0
Departamento;Lomas de Chapultepec;4;2;2;250;56000.0;15750.0;2170.0
Departamento;Centro Histórico;2;0;0;76;5250.0;2446.5;808.5
Departamento;Coyoacán;3;1;1;140;22750.0;6300.0;1771.0
Departamento;Lomas de Chapultepec;2;0;0;60;12250.0;1680.0;528937.5
Departamento;Santa Fe;1;1;0;69;4550.0;5145.0;0.0
Departamento;Roma;1;1;0;63;7000.0;3080.0;350.0
Departamento;Santa Fe;2;2;1;72;5075.0;3412.5;584.5
Departamento;Napoles;3;1;0;90;12600.0;3150.0;1225.0
Departamento;Lomas de Chapultepec;3;1;2;200;80500.0;12600.0;5250.0
Departamento;Coyoacán;2;1;1;75;16800.0;3027.5;413.0
Departamento;Condesa;3;1;0;200;33250.0;5600.0;1750.0
Departamento;Narvarte;1;0;0;40;3850.0;1750.0;70.0
Departamento;Narvarte;2;1;0;90;4550.0;2691.5;0.0
Departamento;Santa Fe;4;3;2;225;24500.0;11200.0;28000.0
Departamento;San Miguel Chapultepec;2;1;1;50;3150.0;3045.0;164.5
Departamento;Santa Fe;4;3;4;206;35000.0;9975.0;12544.0
Departamento;Santa Fe;4;3;3;160;23450.0;8050.0;1519.0
Departamento;Condesa;3;0;1;130;14000.0;4900.0;665.0
Departamento;Coyoacán;3;1;1;180;26250.0;10255.0;0.0
Departamento;Santa Fe;2;1;1;90;8400.0;4042.5;0.0
Departamento;Coyoacán;3;1;1;250;70000.0;3500.0;3132.5
Departamento;Nativitas;2;0;0;50;2625.0;745.5;0.0
Departamento;La Loma;0;0;0;30;3150.0;980.0;77.0
Departamento;Condesa;3;0;0;130;9800.0;4375.0;1102.5
Departamento;Condesa;1;1;0;45;8050.0;3850.0;0.0
Departamento;Condesa;3;0;0;100;11200.0;3010.0;0.0
Departamento;Lomas de Chapultepec;2;0;1;70;19250.0;2905.0;493.5
Departamento;Santa Fe;2;1;1;100;6300.0;1848.0;668.5
Departamento;Del Valle;3;0;0;83;8050.0;3101.0;458.5
Departamento;Santa Fe;3;4;2;270;28000.0;5075.0;1925.0
Departamento;Santa Fe;2;1;1;90;9800.0;4581.5;0.0
Departamento;Villa de Guadalupe;3;1;1;82;5600.0;2135.0;2975.0
Departamento;Santa Fe;3;2;1;117;15750.0;3465.0;2184.0
Departamento;Santa Fe;2;2;2;69;7000.0;4462.5;4210.5
Departamento;Del Valle;2;1;0;75;6650.0;2870.0;392.0
Departamento;Coyoacán;4;5;4;390;105000.0;23124.5;0.0
Departamento;Lomas de Chapultepec;4;2;1;184;35000.0;7350.0;2450.0
Departamento;Lomas de Chapultepec;3;1;0;90;16415.0;3241.0;889.0
Departamento;Condesa;1;0;0;45;7000.0;2135.0;0.0
Departamento;Juárez;2;0;0;69;6650.0;2023.0;483.0
Departamento;Bosques de las Lomas;2;1;1;80;10500.0;9100.0;0.0
Departamento;Polanco;3;1;2;170;21000.0;3010.0;1400.0
Departamento;Lomas de Chapultepec;3;0;1;155;26250.0;5425.0;1855.0
Departamento;Del Valle;3;0;1;100;10850.0;3220.0;0.0
Departamento;Coyoacán;5;3;4;800;315000.0;32158.0;210805.0
Departamento;Napoles;1;0;0;35;6650.0;1750.0;1225.0
Departamento;Narvarte;1;1;0;48;4200.0;2275.0;73.5
Departamento;Coyoacán;3;1;1;158;24500.0;5950.0;1694.0
Departamento;Roma;2;1;1;67;8400.0;3255.0;525.0
Departamento;Coyoacán;3;1;1;130;35000.0;6300.0;1617.0
Departamento;Coyoacán;2;1;1;200;80500.0;8750.0;2800.0
Departamento;Lomas de Chapultepec;1;1;0;59;8575.0;5974.5;1095.5
Departamento;San Jerónimo;2;1;0;87;7700.0;2520.0;595.0
Departamento;Santa Fe;2;1;1;78;9450.0;3115.0;8400.0
Departamento;Coyoacán;2;1;1;100;21000.0;15750.0;1550.5
Departamento;Juárez;2;1;0;84;12250.0;4816.0;749.0
Departamento;Condesa;4;2;3;389;43400.0;16901.5;4035.5
Departamento;Roma;2;1;1;84;8750.0;4900.0;700.0
Departamento;Santa Fe;2;1;0;58;4375.0;2366.0;0.0
Departamento;Lomas de Chapultepec;4;2;1;123;24500.0;6300.0;2292.5
Departamento;Coyoacán;1;1;0;38;8050.0;2205.0;357.0
Departamento;Santa Fe;3;2;1;140;8400.0;5600.0;15750.0
Departamento;Coyoacán;4;2;2;250;31500.0;12950.0;3965.5
Departamento;Santa Fe;4;3;1;260;33250.0;9800.0;0.0
Departamento;Condesa;4;0;0;135;14700.0;3080.0;0.0
Departamento;Coyoacán;3;0;1;50;33250.0;12600.0;0.0
Departamento;Villa de Cortés;2;1;1;56;5250.0;1533.0;0.0
Departamento;Narvarte;3;1;0;115;8400.0;1834.0;385.0
Departamento;San Miguel Chapultepec;1;0;0;45;3500.0;1225.0;70.0
Departamento;Santa Fe;3;2;1;170;16450.0;5250.0;1750.0
Departamento;Coyoacán;2;1;0;63;14000.0;2530.5;602.0
Departamento;Polanco;2;1;1;75;13650.0;5250.0;0.0
Departamento;Condesa;3;1;0;90;15750.0;4550.0;1382.5
Departamento;Roma;3;1;0;105;8750.0;3794.0;724.5
Departamento;Santa Fe;2;1;1;78;10500.0;10227.0;1225.0
Departamento;Nativitas;2;1;0;44;2625.0;385.0;0.0
Departamento;Coyoacán;3;1;1;160;21000.0;5950.0;2068.5
Departamento;Condesa;1;0;0;150;10500.0;6125.0;752.5
Departamento;Condesa;4;3;2;430;52500.0;9922.5;5820.5
Departamento;Condesa;3;1;1;120;11900.0;6650.0;700.0
Departamento;Coyoacán;3;1;1;140;22750.0;6125.0;35.0
Departamento;Roma;2;1;1;80;15050.0;4826.5;654.5
Departamento;Narvarte;2;0;0;70;6300.0;3286.5;220.5
Departamento;Coyoacán;2;2;1;90;36050.0;15050.0;1225.0
Departamento;San Pedro de los Pinos;3;1;1;97;11550.0;5250.0;595.0
Departamento;Santa Fe;2;2;1;110;15750.0;6860.0;2061.5
Departamento;Condesa;2;0;0;71;7700.0;2030.0;0.0
Departamento;Santa Fe;3;1;1;85;8400.0;3430.0;896.0
Departamento;Roma;1;1;0;65;7700.0;3080.0;437.5
Departamento;Coyoacán;4;2;1;236;23800.0;9450.0;2450.0
Departamento;Santa Fe;4;2;1;20;16800.0;5250.0;0.0
Departamento;Santa Fe;2;2;1;84;11900.0;2296.0;1074.5
Departamento;Roma;2;0;1;85;10500.0;2450.0;507.5
Departamento;Roma;1;1;1;58;10150.0;4462.5;441.0
Departamento;Las Águilas;3;1;1;65;4725.0;1960.0;2450.0
Departamento;Coyoacán;2;0;0;100;9450.0;5530.0;630.0
Departamento;San Rafael;3;1;2;66;2800.0;2170.0;87.5
Departamento;Santa Fe;2;2;0;105;21000.0;8575.0;945.0
Departamento;Condesa;1;0;0;44;6650.0;1610.0;87.5
Departamento;Condesa;1;0;0;32;4200.0;1505.0;101.5
Departamento;Santa Fe;2;1;1;75;10500.0;4200.0;700.0
Departamento;Coyoacán;3;1;1;107;21000.0;4410.0;1148.0
Departamento;Lomas de Chapultepec;2;1;1;73;19250.0;6545.0;1400.0
Departamento;Lomas de Chapultepec;1;0;1;50;10465.0;6037.5;906.5
Departamento;Nueva Santa María;2;1;0;92;3150.0;2310.0;325.5
Departamento;Coyoacán;3;1;1;162;24500.0;5670.0;1575.0
Departamento;Condesa;1;0;0;31;3850.0;1389.5;234.5
Departamento;Condesa;4;0;0;300;91000.0;5530.0;0.0
Departamento;Santa Fe;4;3;2;225;26600.0;9278.5;2520.0
Departamento;Polanco;3;2;1;145;15750.0;5512.5;0.0
Departamento;Santa Fe;3;2;2;210;14700.0;9800.0;0.0
Departamento;Roma;3;2;1;104;12775.0;6545.0;889.0
Departamento;Santa Fe;4;3;4;340;42000.0;11900.0;2450.0
Departamento;Las Águilas;3;2;1;161;5250.0;3150.0;9450.0
Departamento;Santa Fe;4;3;4;392;87500.0;23450.0;87500.0
Departamento;Narvarte;3;0;1;85;5250.0;2670.5;479.5
Departamento;Santa Fe;4;3;4;200;28000.0;15050.0;0.0
Departamento;Lomas de Chapultepec;4;3;2;250;35000.0;11550.0;2800.0
Departamento;Condesa;3;0;0;100;10500.0;2275.0;0.0
Departamento;Condesa;1;0;0;35;5600.0;1750.0;0.0
Departamento;Roma;3;2;1;105;17500.0;6300.0;8995.0
Departamento;Coyoacán;3;1;1;145;28000.0;5425.0;1533.0
Departamento;Santa Fe;3;2;1;200;19250.0;5950.0;805.0
Departamento;Condesa;2;0;0;70;12250.0;1750.0;322.0
Departamento;Juárez;3;1;1;94;10500.0;4294.5;0.0
Departamento;Lomas de Chapultepec;1;1;0;54;13965.0;5565.0;385.0
Departamento;Narvarte;2;1;0;99;6300.0;2310.0;493.5
Departamento;Santa Fe;4;4;3;500;98000.0;28000.0;9205.0
Departamento;Santa Fe;1;1;0;70;8750.0;3500.0;700.0
Departamento;Condesa;2;1;1;85;9100.0;2866.5;476.0
Departamento;Condesa;3;0;0;96;9100.0;1568.0;0.0
Departamento;Centro Histórico;1;1;0;38;4200.0;1333.5;49.0
Departamento;Narvarte;1;1;0;54;5600.0;2415.0;0.0
Departamento;Narvarte;2;0;0;70;5950.0;2415.0;280.0
Departamento;Narvarte;2;0;0;75;6300.0;2009.0;84.0
Departamento;Condesa;4;1;0;295;17496.5;7350.0;1855.0
Departamento;Santa Fe;1;1;1;60;5600.0;3832.5;374.5
Departamento;Bosques de las Lomas;4;1;1;178;17850.0;6650.0;1925.0
Departamento;Condesa;3;1;1;126;11200.0;5005.0;654.5
Departamento;Narvarte;3;1;0;100;7000.0;2800.0;0.0
Departamento;Villa de Guadalupe;2;1;0;44;3850.0;1382.5;567.0
Departamento;Bosques de las Lomas;4;2;1;256;52500.0;8050.0;2800.0
Departamento;Coyoacán;2;1;1;90;18550.0;4725.0;1225.0
Departamento;Nueva Santa María;1;0;0;46;3850.0;1750.0;0.0
Departamento;Santa Fe;2;2;1;84;8050.0;4578.0;749.0
Departamento;Peralvillo;3;1;1;90;4025.0;2929.5;406.0
Departamento;Narvarte;3;1;1;100;10500.0;3080.0;458.5
Departamento;El Contadero;3;2;1;120;7875.0;1578.5;889.0
Departamento;Santa Fe;3;1;1;85;6300.0;4200.0;0.0
Departamento;Del Valle;3;1;1;93;10500.0;3850.0;0.0
Departamento;Coyoacán;4;3;1;230;45150.0;13300.0;0.0
Departamento;Roma;3;2;1;120;19250.0;4970.0;0.0
Departamento;Roma;2;1;0;52;2450.0;2016.0;0.0
Departamento;Del Valle;1;0;0;24;3150.0;1452.5;101.5
Departamento;Lomas de Chapultepec;2;0;0;78;10850.0;3115.0;707.0
Departamento;Condesa;3;0;0;154;15750.0;6300.0;0.0
Departamento;El Rosedal;2;1;0;55;3850.0;770.0;0.0
Departamento;Condesa;5;2;2;390;43400.0;12327.0;3787.0
Departamento;Santa Fe;2;2;1;80;10500.0;4200.0;875.0
Departamento;Narvarte;2;0;0;84;5950.0;2415.0;0.0
Departamento;San Ángel;3;1;1;107;15750.0;3997.0;892.5
Departamento;Coyoacán;3;1;1;126;21000.0;5306.0;2065.0
Departamento;Iztacalco;2;0;0;53;3150.0;875.0;0.0
Departamento;Santa Fe;2;1;1;77;10500.0;4725.0;630.0
Departamento;Del Valle;1;0;0;25;4550.0;1575.0;87.5
Departamento;Condesa;2;0;0;90;8050.0;2702.0;668.5
Departamento;Centro Histórico;2;0;0;47;4200.0;1802.5;175.0
Departamento;Bosques de las Lomas;3;1;0;115;14700.0;3465.0;770.0
Departamento;Bosques de las Lomas;4;3;1;210;38500.0;7000.0;3304.0
Departamento;Tepalcatlalpan;3;1;1;100;4900.0;2117.5;0.0
Departamento;Condesa;2;0;1;80;12250.0;2275.0;280.0
Departamento;San Miguel Chapultepec;3;2;0;95;5600.0;2450.0;0.0
Departamento;Coyoacán;3;2;2;113;31500.0;6597.5;2030.0
Departamento;Santa Fe;2;2;2;82;9100.0;6125.0;525.0
Departamento;Lomas de Chapultepec;2;0;0;63;11550.0;2943.5;0.0
Departamento;Bosques de las Lomas;2;1;1;80;14000.0;3913.0;1256.5
Departamento;La Condesa;2;0;0;74;7700.0;1904.0;283.5
Departamento;Condesa;2;1;1;100;14875.0;5705.0;1354.5
Departamento;Coyoacán;2;2;1;160;27996.5;4308.5;1613.5
Departamento;Lomas de Chapultepec;3;2;1;151;33250.0;9100.0;1400.0
Departamento;Santa Fe;3;3;0;128;11550.0;5250.0;700.0
Departamento;Condesa;2;0;1;108;8750.0;3570.0;0.0
Departamento;Coyoacán;2;2;1;170;28000.0;4900.0;1242.5
Departamento;San Miguel Chapultepec;2;0;0;63;4375.0;784.0;168.0
Departamento;Roma;1;1;0;42;9450.0;1774.5;238.0
Departamento;Villa Coapa;2;1;0;70;3500.0;525.0;472.5
Departamento;Condesa;2;2;2;75;17500.0;7000.0;350.0
Departamento;Lomas de Chapultepec;4;2;1;150;26250.0;7000.0;1400.0
Departamento;Condesa;3;0;1;200;15750.0;6650.0;1260.0
Departamento;Santa Fe;3;1;1;70;7700.0;2152.5;280.0
Departamento;Coyoacán;3;2;1;150;22050.0;7700.0;1732.5
Departamento;Lomas de Chapultepec;3;2;1;205;18900.0;10500.0;2362.5
Departamento;Condesa;1;0;0;35;4375.0;1330.0;59.5
Departamento;Condesa;1;0;0;46;5600.0;2100.0;87.5
Departamento;Lomas de Chapultepec;4;3;4;300;29750.0;35000.0;4480.0
Departamento;Bosques de las Lomas;4;3;1;230;42000.0;16100.0;3010.0
Departamento;Lomas de Chapultepec;4;2;1;154;26250.0;6125.0;1225.0
Departamento;Tlalpan;2;0;0;63;13300.0;2695.0;0.0
Departamento;Narvarte;2;1;1;80;7700.0;3465.0;364.0
Departamento;Santa Fe;2;2;1;98;8750.0;6300.0;700.0
Departamento;Roma;1;0;1;40;9800.0;2800.0;630.0
Departamento;Santa Fe;4;2;4;400;52500.0;10500.0;2450.0
Departamento;Santa Fe;3;2;1;117;15750.0;3465.0;2184.0
Departamento;Condesa;4;1;2;190;22750.0;10150.0;1281.0
Departamento;Condesa;3;1;1;140;16800.0;4200.0;700.0
Departamento;Roma;3;1;0;105;9800.0;3710.0;353.5
Departamento;Santa Fe;2;1;1;80;7525.0;4644.5;0.0
Departamento;Coyoacán;4;2;3;300;52500.0;17500.0;3500.0
Departamento;San Pedro de los Pinos;3;1;1;110;14700.0;4025.0;882.0
Departamento;Lomas de Chapultepec;2;1;1;110;22050.0;6300.0;525.0
Departamento;Condesa;3;1;0;100;8050.0;5078.5;868.0
Departamento;San Rafael;1;1;0;60;4550.0;3.5;87.5
Departamento;San Miguel Chapultepec;2;0;0;83;5950.0;910.0;283.5
Departamento;Villa Coapa;2;1;0;61;2800.0;1522.5;0.0
Departamento;San Ángel;3;1;0;90;13300.0;3598.0;822.5
Departamento;Condesa;1;0;0;31;4200.0;1823.5;87.5
Departamento;Santa Fe;2;1;1;100;9450.0;5250.0;980.0
Departamento;Narvarte;3;0;0;80;4550.0;1400.0;602.0
Departamento;Santa Fe;3;1;1;110;9800.0;9397.5;2558.5
Departamento;San Pedro de los Pinos;2;0;0;65;8050.0;2275.0;427.0
Departamento;Roma;2;1;1;73;11200.0;2282.0;304.5
Departamento;Del Valle;2;1;0;70;8400.0;2870.0;329.0
Departamento;Coyoacán;3;1;1;130;22750.0;6650.0;1050.0
Departamento;Bosques de las Lomas;3;1;1;75;14000.0;4375.0;854.0
Departamento;Bosques de las Lomas;3;3;1;252;26950.0;6657.0;2219.0
Departamento;Condesa;2;0;1;70;10150.0;2625.0;875.0
Departamento;Villa de Guadalupe;2;1;0;59;4900.0;1785.0;45.5
Departamento;Lomas de Chapultepec;4;1;2;205;59500.0;21000.0;2702.0
Departamento;Coyoacán;1;0;0;36;8750.0;1575.0;157.5
Departamento;Juárez;2;1;1;64;9800.0;2012.5;644.0
Departamento;Coyoacán;3;1;1;100;16450.0;5600.0;763.0
Departamento;Santa Marta Acatitla;2;1;0;44;2100.0;1270.5;0.0
Departamento;Santa Fe;2;2;1;105;17500.0;7700.0;2030.0
Departamento;Condesa;1;0;0;35;4900.0;1400.0;770.0
Departamento;Coyoacán;1;0;0;33;7000.0;2275.0;0.0
Departamento;Roma;1;1;1;60;8050.0;1925.0;420.0
Departamento;Santa Fe;3;2;3;160;17500.0;840.0;1715.0
Departamento;Santa Fe;3;2;1;185;28000.0;7392.0;3251.5
Departamento;Condesa;3;1;0;171;9100.0;5950.0;1347.5
Departamento;Condesa;3;0;0;90;7000.0;5950.0;6716.5
Departamento;Santa Fe;3;2;3;109;19232.5;3437.0;780.5
Departamento;Condesa;3;1;1;140;16800.0;5446.0;658.0
Departamento;Condesa;3;1;1;120;24500.0;4375.0;672.0
Departamento;Condesa;3;1;0;160;14000.0;3850.0;770.0
Departamento;Coyoacán;3;2;2;450;70000.0;12250.0;5250.0
Departamento;Santa Fe;2;1;1;82;8050.0;4410.0;927.5
Departamento;Santa Fe;5;2;5;1200;84000.0;26250.0;19250.0
Departamento;Jardines de San Mateo;2;1;0;65;2275.0;770.0;0.0
Departamento;Santa Fe;4;3;4;287;70000.0;10500.0;0.0
Departamento;Mixcoac;3;0;0;77;4900.0;1925.0;175.0
Departamento;Santa Fe;2;1;1;70;6125.0;4200.0;525.0
Departamento;Condesa;1;1;0;38;5600.0;2394.0;192.5
Departamento;Coyoacán;3;4;0;120;28000.0;14000.0;2975.0
Departamento;Santa María Nonoalco;2;1;0;45;2100.0;1053.5;0.0
Departamento;Condesa;1;0;0;49;5250.0;2030.0;0.0
Departamento;Coyoacán;4;2;1;180;42000.0;9450.0;4550.0
Departamento;Santa Fe;4;3;4;304;52500.0;13300.0;2625.0
Departamento;Juárez;1;0;0;40;4550.0;2065.0;2380.0
Departamento;Santa Fe;5;4;5;1147;84000.0;27394.5;24419.5
Departamento;Lomas de Chapultepec;3;1;1;100;15750.0;3846.5;0.0
Departamento;Roma;1;1;1;43;6300.0;3626.0;455.0
Departamento;Roma;2;1;2;85;14805.0;3990.0;0.0
Departamento;Doctores;2;2;1;63;4550.0;1225.0;220.5
Departamento;Santa Fe;2;1;2;74;10500.0;6062.0;717.5
Departamento;Zacatenco;2;1;0;56;2450.0;1904.0;0.0
Departamento;Coyoacán;2;1;1;80;15400.0;2159.5;1046.5
Departamento;San Miguel Chapultepec;2;1;0;70;5600.0;1974.0;84.0
Departamento;Napoles;2;0;0;84;9450.0;2520.0;5656.0
Departamento;Santa Fe;2;1;1;76;7000.0;3430.0;735.0
Departamento;Narvarte;3;1;1;84;8225.0;3150.0;0.0
Departamento;Condesa;3;1;0;122;14000.0;4375.0;647.5
Departamento;Nativitas;2;1;0;90;4585.0;770.0;112.0
Departamento;Santa Fe;4;4;4;436;52500.0;16800.0;4340.0
Departamento;Lomas de Chapultepec;4;1;2;160;38500.0;10150.0;0.0
Departamento;Condesa;4;1;1;150;17150.0;6674.5;0.0
Departamento;Roma;3;2;1;133;17500.0;5757.5;0.0
Departamento;Del Valle;2;1;0;75;7700.0;3185.0;374.5
Departamento;Narvarte;3;1;1;110;5600.0;3150.0;5159.0
Departamento;Polanco;3;2;1;110;15050.0;8750.0;1410.5
Departamento;Condesa;2;1;0;45;5600.0;2205.0;420.0
Departamento;Condesa;2;1;0;79;9800.0;2443.0;357.0
Departamento;Bosques de las Lomas;3;1;1;110;15750.0;6251.0;15281.0
Departamento;San Pedro de los Pinos;2;1;0;64;9100.0;3605.0;668.5
Departamento;Lomas de Chapultepec;4;1;1;140;29750.0;7196.0;1400.0
Departamento;Santa Fe;4;3;2;220;26250.0;10500.0;2380.0
Departamento;Condesa;3;0;1;96;11550.0;3409.0;0.0
Departamento;Santa Fe;2;1;0;52;3850.0;2240.0;357.0
Departamento;Lomas de Chapultepec;3;2;1;179;29750.0;13965.0;0.0
Departamento;Coyoacán;1;1;1;120;31500.0;12250.0;1841.0
Departamento;Lomas de Chapultepec;2;1;2;150;28000.0;4060.0;1750.0
Departamento;Coyoacán;2;1;2;95;29750.0;14000.0;2800.0
Departamento;Santa Fe;3;3;3;260;31500.0;13660.5;2264.5
Departamento;Coyoacán;5;2;2;300;56000.0;7350.0;1575.0
Departamento;San Miguel Chapultepec;2;1;0;70;5600.0;1865.5;84.0
Departamento;Polanco;2;1;1;85;8750.0;5250.0;360.5
Departamento;Condesa;1;0;1;45;5950.0;1085.0;0.0
Departamento;Narvarte;2;0;1;61;5250.0;1802.5;220.5
Departamento;Polanco;2;1;0;60;10500.0;1750.0;175.0
Departamento;Santa Fe;4;1;1;161;19250.0;4200.0;1351.0
Departamento;Coyoacán;3;1;1;140;25200.0;10150.0;1750.0
Departamento;Del Valle Centro;2;1;0;60;3850.0;1592.5;126.0
Departamento;Napoles;1;0;0;52;5250.0;2128.0;269.5
Departamento;Del Valle;1;0;0;24;5600.0;752.5;45.5
Departamento;Coyoacán;3;3;2;186;42000.0;10458.0;31902.5
Departamento;Coyoacán;2;1;2;110;29750.0;7217.0;0.0
Departamento;Juárez;2;1;0;71;7700.0;2537.5;381.5
Departamento;Napoles;3;1;0;108;12250.0;2807.0;626.5
Departamento;Lomas de Chapultepec;3;2;1;140;17500.0;13965.0;2037.0
Departamento;Atlampa;2;1;0;63;4550.0;1400.0;0.0
Departamento;La Condesa;2;0;0;70;6650.0;2338.0;234.5
Departamento;Juárez;3;1;0;150;15750.0;3500.0;0.0
Departamento;Santa Fe;3;0;1;80;10500.0;4060.0;4550.0
Departamento;Mixcoac;2;1;1;64;4200.0;2247.0;192.5
Departamento;Santa Fe;2;1;1;70;8750.0;6650.0;1400.0
Departamento;Santa Fe;2;1;0;58;6300.0;2443.0;0.0
Departamento;Santa Fe;3;2;3;150;11200.0;5442.5;0.0
Departamento;San Rafael;2;0;0;65;4900.0;1732.5;0.0
Departamento;Condesa;2;0;0;60;5950.0;4602.5;0.0
Departamento;Polanco;2;1;1;74;10500.0;3850.0;710.5
Departamento;Bosques de las Lomas;2;1;1;100;21000.0;3451.0;1400.0
Departamento;Condesa;5;5;5;550;63000.0;10850.0;3269.0
Departamento;Condesa;4;2;2;350;42000.0;13300.0;4480.0
Departamento;Santa Fe;4;2;2;161;19950.0;8522.5;1540.0
Departamento;Condesa;3;0;2;94;10500.0;3430.0;770.0
Departamento;Napoles;2;1;0;80;13300.0;2730.0;84.0
Departamento;Condesa;2;0;0;110;10500.0;2800.0;763.0
Departamento;Culhuacán CTM;2;1;0;58;2800.0;822.5;0.0
Departamento;Bosques de las Lomas;3;1;1;105;14700.0;4354.0;1029.0
Departamento;San Rafael;2;1;1;80;5250.0;2100.0;0.0
Departamento;Narvarte;2;0;0;60;3850.0;2187.5;1697.5
Departamento;Bosques de las Lomas;2;2;1;98;14000.0;2800.0;945.0
Departamento;Coyoacán;5;1;2;374;56000.0;13650.0;45836.0
Departamento;Santa Fe;4;2;2;374;38500.0;5729.5;3769.5
Departamento;Santa Fe;2;2;2;99;19250.0;11329.5;1757.0
Departamento;Roma;2;1;1;78;15085.0;3850.0;654.5
Departamento;Tepalcatlalpan;2;1;0;50;2800.0;2117.5;0.0
Departamento;Lomas de Chapultepec;3;2;1;110;29750.0;8050.0;1400.0
Departamento;Roma;2;1;2;90;21000.0;4987.5;0.0
Departamento;Napoles;2;0;1;75;9100.0;3073.0;0.0
Departamento;Narvarte;3;0;0;90;6300.0;1400.0;245.0
Departamento;Coyoacán;3;1;1;83;20300.0;6650.0;0.0
Departamento;Condesa;1;1;0;60;7000.0;5075.0;612.5
